Iteration,Generator Loss,Discriminator Loss,Epoch,FID Score,IS Score
0,2.30855655670166,0.6836012601852417,0,99.47937774658203,3.605198621749878
1,3.2575180530548096,0.6925824284553528,50,89.88284301757812,3.8182647228240967
2,2.055291175842285,0.7762663662433624,100,93.91610717773438,4.021623134613037
3,2.1215968132019043,0.6969426572322845,150,93.42516326904297,3.683029890060425
4,2.788829803466797,0.7158920764923096,,,
5,2.1599481105804443,0.7008683085441589,,,
6,3.0660383701324463,0.6821607649326324,,,
7,2.0056638717651367,0.7020940184593201,,,
8,2.099177837371826,0.6825671195983887,,,
9,2.4906373023986816,0.7671623826026917,,,
10,3.174684524536133,0.6884608864784241,,,
11,2.5269150733947754,0.7854913175106049,,,
12,1.9734461307525635,0.68613600730896,,,
13,2.8294453620910645,0.6932837665081024,,,
14,1.9838511943817139,0.698509931564331,,,
15,2.765150547027588,0.7167829275131226,,,
16,2.0792362689971924,0.7050144672393799,,,
17,2.8173298835754395,0.6987662315368652,,,
18,2.0546083450317383,0.6957123279571533,,,
19,2.969943046569824,0.686802327632904,,,
20,1.997383713722229,0.6782802045345306,,,
21,2.7957186698913574,0.687311202287674,,,
22,2.0369632244110107,0.695430725812912,,,
23,2.7045016288757324,0.7203962206840515,,,
24,2.2512340545654297,0.6942108869552612,,,
25,2.894132614135742,0.6818149387836456,,,
26,1.9166618585586548,0.7075707018375397,,,
27,2.7181406021118164,0.7126436829566956,,,
28,2.1493983268737793,0.6955144107341766,,,
29,3.071260452270508,0.6967656016349792,,,
30,2.182227611541748,0.7077813148498535,,,
31,2.9239065647125244,0.683224081993103,,,
32,2.0489821434020996,0.7346985340118408,,,
33,2.5952510833740234,0.6835272014141083,,,
34,2.6653716564178467,0.6914480030536652,,,
35,2.060558557510376,0.6882339715957642,,,
36,2.8822946548461914,0.6990856826305389,,,
37,2.0471203327178955,0.7088464498519897,,,
38,2.7379465103149414,0.6983580589294434,,,
39,2.992251396179199,0.6820057332515717,,,
40,2.0457372665405273,0.7241207957267761,,,
41,2.8788537979125977,0.7044346034526825,,,
42,2.004507541656494,0.727336972951889,,,
43,2.97463321685791,0.6979678273200989,,,
44,2.093597888946533,0.7159629464149475,,,
45,2.5652966499328613,0.6899837255477905,,,
46,3.1973934173583984,0.6821597814559937,,,
47,2.253742218017578,0.7208372950553894,,,
48,2.270362377166748,0.6799712479114532,,,
49,2.7385778427124023,0.7044515609741211,,,
50,3.2328150272369385,0.6879689693450928,,,
51,2.3634181022644043,0.7227882742881775,,,
52,2.9762935638427734,0.6838531494140625,,,
53,2.174382448196411,0.7041171193122864,,,
54,2.9754045009613037,0.6828058958053589,,,
55,2.179220199584961,0.7184773087501526,,,
56,2.768571376800537,0.6811724603176117,,,
57,2.0424416065216064,0.6813904345035553,,,
58,2.974017858505249,0.6877823173999786,,,
59,2.5865697860717773,0.6839155554771423,,,
60,2.07283353805542,0.6934688687324524,,,
61,2.903682231903076,0.6906307339668274,,,
62,2.111910820007324,0.6998832523822784,,,
63,2.721621036529541,0.7240374386310577,,,
64,2.1923751831054688,0.722630113363266,,,
65,2.954740524291992,0.6935439109802246,,,
66,2.196819305419922,0.7323295772075653,,,
67,2.933290481567383,0.6846499443054199,,,
68,2.0109243392944336,0.6957084536552429,,,
69,2.8445475101470947,0.6944052875041962,,,
70,2.0894715785980225,0.684262752532959,,,
71,2.848018169403076,0.6999586820602417,,,
72,2.246936798095703,0.719449520111084,,,
73,2.894792079925537,0.6932552754878998,,,
74,1.9148707389831543,0.6882768869400024,,,
75,2.3851113319396973,0.6895405948162079,,,
76,2.8035130500793457,0.7024093866348267,,,
77,2.130650043487549,0.695859283208847,,,
78,2.9635121822357178,0.6896846890449524,,,
79,1.9898419380187988,0.6997785866260529,,,
80,2.6785171031951904,0.711404949426651,,,
81,1.9556300640106201,0.6802375316619873,,,
82,2.8873462677001953,0.6912702918052673,,,
83,1.9571962356567383,0.681074857711792,,,
84,2.88095760345459,0.6973243355751038,,,
85,1.9437824487686157,0.7152649462223053,,,
86,2.932753086090088,0.6872033178806305,,,
87,1.999434471130371,0.6844429671764374,,,
88,2.6641368865966797,0.7424535155296326,,,
89,2.0677828788757324,0.6923765540122986,,,
90,2.734822988510132,0.701045036315918,,,
91,1.9674854278564453,0.686350017786026,,,
92,3.056570291519165,0.6826768219470978,,,
93,2.10849666595459,0.7168756425380707,,,
94,2.952226161956787,0.6912752985954285,,,
95,1.9915895462036133,0.708602249622345,,,
96,2.5847649574279785,0.6897278428077698,,,
97,2.37327241897583,0.6949580907821655,,,
98,3.13161563873291,0.6853673160076141,,,
99,2.2838244438171387,0.7032172381877899,,,
100,3.0419116020202637,0.6772453486919403,,,
101,2.191631317138672,0.7525211572647095,,,
102,1.8441267013549805,0.6835097372531891,,,
103,2.650568723678589,0.7148643434047699,,,
104,3.018486499786377,0.6866320669651031,,,
105,2.0451598167419434,0.711871474981308,,,
106,2.9083399772644043,0.6875260770320892,,,
107,3.376909017562866,0.6784616112709045,,,
108,2.654567003250122,0.943455696105957,,,
109,1.7486828565597534,0.8005030751228333,,,
110,2.2531049251556396,0.727731853723526,,,
111,3.3129258155822754,0.7002130150794983,,,
112,2.477583408355713,0.7410394549369812,,,
113,1.6723647117614746,0.6986569762229919,,,
114,2.3141026496887207,0.749201774597168,,,
115,3.318488121032715,0.6875039935112,,,
116,2.5801634788513184,0.7418659031391144,,,
117,1.6000573635101318,0.6866371631622314,,,
118,2.547973155975342,0.7115866243839264,,,
119,3.369814395904541,0.6901795566082001,,,
120,2.524773597717285,0.7561895847320557,,,
121,1.6127840280532837,0.713912308216095,,,
122,2.1548705101013184,0.7594416737556458,,,
123,3.152641773223877,0.7130258679389954,,,
124,2.3519532680511475,0.6913647353649139,,,
125,1.6116925477981567,0.6936533749103546,,,
126,2.4687907695770264,0.7234384417533875,,,
127,2.0616185665130615,0.687589555978775,,,
128,2.66971492767334,0.72418412566185,,,
129,2.3028414249420166,0.6843076944351196,,,
130,3.021944522857666,0.6868139803409576,,,
131,2.0119552612304688,0.7174513041973114,,,
132,2.9586803913116455,0.6944740414619446,,,
133,2.0086066722869873,0.67618528008461,,,
134,1.9219579696655273,0.6824214160442352,,,
135,2.4951188564300537,0.7497918605804443,,,
136,3.3226256370544434,0.6997967958450317,,,
137,2.212069272994995,0.6977037191390991,,,
138,1.5648093223571777,0.6903010904788971,,,
139,2.270745038986206,0.7691562473773956,,,
140,3.2425320148468018,0.6997042596340179,,,
141,2.6593823432922363,0.75872403383255,,,
142,1.6110892295837402,0.7205777168273926,,,
143,2.1338348388671875,0.7761079967021942,,,
144,3.2623634338378906,0.7025963962078094,,,
145,2.527365207672119,0.715157687664032,,,
146,1.5464344024658203,0.6886292994022369,,,
147,2.1849207878112793,0.75216144323349,,,
148,3.4246575832366943,0.6921698451042175,,,
149,2.430729866027832,0.7103407979011536,,,
150,1.745867133140564,0.7319851219654083,,,
151,2.380279541015625,0.7318214476108551,,,
152,3.2573018074035645,0.6977875828742981,,,
153,2.421797752380371,0.7530626952648163,,,
154,1.5625147819519043,0.7171328663825989,,,
155,2.068647861480713,0.7783167362213135,,,
156,3.1925182342529297,0.6931582093238831,,,
157,2.24336576461792,0.7057847082614899,,,
158,1.6673212051391602,0.6841218173503876,,,
159,2.3188886642456055,0.7546714544296265,,,
160,3.536353588104248,0.6911019682884216,,,
161,2.5962741374969482,0.7498222887516022,,,
162,1.8447365760803223,0.7085276246070862,,,
163,2.441019058227539,0.7210503816604614,,,
164,3.432279586791992,0.6804496347904205,,,
