Iteration,Generator Loss,Discriminator Loss,Epoch,FID Score,IS Score
0,1.2744140625,1.7481534481048584,0,93.74823760986328,3.7154366970062256
1,0.212646484375,0.03188323974609375,50,89.72467803955078,3.9909355640411377
2,0.0241241455078125,0.9755859375,100,86.21204376220703,3.9335479736328125
3,0.98828125,0.8974609375,150,88.21723175048828,3.836033582687378
4,1.826171875,0.4560546875,,,
5,1.431640625,0.25644683837890625,,,
6,0.76025390625,0.179046630859375,,,
7,1.017578125,0.57373046875,,,
8,1.96875,0.1910858154296875,,,
9,1.302734375,0.31317138671875,,,
10,0.669921875,0.0906982421875,,,
11,1.2998046875,0.36962890625,,,
12,1.970703125,0.233245849609375,,,
13,1.482421875,0.48455810546875,,,
14,0.68603515625,0.169525146484375,,,
15,1.0732421875,0.5009765625,,,
16,0.95751953125,1.7924387454986572,,,
17,2.076171875,0.07529449462890625,,,
18,1.435546875,0.399658203125,,,
19,0.6083984375,0.24092864990234375,,,
20,1.1650390625,0.43119049072265625,,,
21,2.0546875,0.13764190673828125,,,
22,1.15234375,0.48529052734375,,,
23,1.0947265625,0.086334228515625,,,
24,1.72265625,0.16236114501953125,,,
25,1.0048828125,0.23028564453125,,,
26,1.373046875,0.40522003173828125,,,
27,1.375,0.063262939453125,,,
28,1.810546875,0.15160369873046875,,,
29,1.15625,0.213897705078125,,,
30,1.8056640625,0.09765625,,,
31,0.8916015625,0.205810546875,,,
32,1.4150390625,2.292375326156616,,,
33,1.8876953125,0.132049560546875,,,
34,1.04296875,0.3504638671875,,,
35,1.5048828125,0.35443115234375,,,
36,1.421875,0.117034912109375,,,
37,1.845703125,0.23443603515625,,,
38,1.1484375,0.30173492431640625,,,
39,1.787109375,0.14019775390625,,,
40,1.01171875,0.30236053466796875,,,
41,1.720703125,0.17352294921875,,,
42,1.8330078125,0.05224609375,,,
43,1.2060546875,0.1552734375,,,
44,1.763671875,0.140625,,,
45,1.9384765625,0.097747802734375,,,
46,1.072265625,0.237823486328125,,,
47,1.6416015625,0.19161224365234375,,,
48,1.234375,2.09202778339386,,,
49,2.021484375,0.0725250244140625,,,
50,1.1533203125,0.25925445556640625,,,
51,1.787109375,0.1147613525390625,,,
52,1.0595703125,0.251129150390625,,,
53,1.3984375,0.064605712890625,,,
54,1.732421875,0.192047119140625,,,
55,1.2236328125,0.17523193359375,,,
56,1.498046875,0.31136322021484375,,,
57,1.2392578125,0.08092498779296875,,,
58,0.99169921875,0.261474609375,,,
59,1.2724609375,0.442626953125,,,
60,2.12109375,0.1922607421875,,,
61,1.7685546875,0.4248046875,,,
62,0.8076171875,0.1742706298828125,,,
63,1.0703125,0.471923828125,,,
64,2.11328125,1.90360689163208,,,
65,1.240234375,0.410614013671875,,,
66,0.441162109375,0.187042236328125,,,
67,0.9150390625,0.6484375,,,
68,1.837890625,0.205322265625,,,
69,1.205078125,0.06398773193359375,,,
70,1.8857421875,0.085205078125,,,
71,1.2236328125,0.535186767578125,,,
