Iteration,Generator Loss,Discriminator Loss,Epoch,FID Score,IS Score
0,1.1640625,2.205256462097168,0,138.7502899169922,3.353698492050171
1,0.884765625,0.5731201171875,50,130.63658142089844,3.387181043624878
2,3.255859375,0.3875732421875,100,114.69078063964844,3.605541229248047
3,0.80859375,1.7802734375,150,116.0543441772461,3.6326286792755127
4,1.5439453125,0.90478515625,,,
5,1.205078125,0.447021484375,,,
6,1.9716796875,0.760009765625,,,
7,0.4501953125,0.333740234375,,,
8,1.083984375,1.4217529296875,,,
9,1.81640625,0.6806640625,,,
10,1.1611328125,0.656982421875,,,
11,2.060546875,0.7884521484375,,,
12,1.021484375,0.7314453125,,,
13,1.974609375,0.516357421875,,,
14,1.7978515625,0.515869140625,,,
15,2.412109375,0.4947509765625,,,
16,1.53515625,3.167267084121704,,,
17,0.681640625,1.2598876953125,,,
18,1.8662109375,0.8350830078125,,,
19,0.8095703125,0.96783447265625,,,
20,1.837890625,0.74603271484375,,,
21,0.72216796875,0.7529296875,,,
22,1.67578125,0.92822265625,,,
23,1.541015625,0.6297607421875,,,
24,2.46484375,0.261962890625,,,
25,0.369140625,0.67559814453125,,,
26,1.1513671875,1.3743896484375,,,
27,2.333984375,0.8046875,,,
28,1.076171875,0.990814208984375,,,
29,1.681640625,0.80682373046875,,,
30,0.85595703125,0.851806640625,,,
31,1.775390625,1.0101318359375,,,
32,1.228515625,3.2644338607788086,,,
33,1.21484375,0.94189453125,,,
34,2.23828125,1.1072998046875,,,
35,1.0546875,0.596435546875,,,
36,2.0703125,0.5952606201171875,,,
37,1.658203125,0.36865234375,,,
38,2.35546875,0.70806884765625,,,
39,0.9345703125,0.7374267578125,,,
40,1.6015625,1.0565185546875,,,
41,1.6103515625,1.020751953125,,,
42,2.486328125,0.62091064453125,,,
43,1.2109375,1.2563934326171875,,,
44,1.8857421875,0.6376953125,,,
45,2.818359375,0.47412109375,,,
46,1.2783203125,0.8341293334960938,,,
47,1.318359375,0.747314453125,,,
48,1.8359375,3.214871406555176,,,
49,0.89501953125,0.92755126953125,,,
50,1.916015625,0.898681640625,,,
51,1.3388671875,0.5543212890625,,,
52,1.6962890625,1.076416015625,,,
53,0.75146484375,0.6255645751953125,,,
54,1.2548828125,1.1808624267578125,,,
55,1.5849609375,0.563720703125,,,
56,2.166015625,0.715423583984375,,,
57,1.0703125,0.68988037109375,,,
58,1.5107421875,0.765380859375,,,
59,2.28125,0.5916748046875,,,
60,0.92724609375,0.61572265625,,,
61,1.3388671875,1.004730224609375,,,
62,2.408203125,0.8531494140625,,,
63,1.1982421875,1.3935623168945312,,,
64,0.224365234375,3.127094268798828,,,
65,0.6640625,1.7421875,,,
66,2.73046875,0.7042236328125,,,
67,1.3935546875,0.7769622802734375,,,
68,0.409423828125,0.998291015625,,,
69,0.97314453125,1.4189453125,,,
70,2.6953125,0.7796630859375,,,
71,1.7236328125,1.5300064086914062,,,
72,-0.0435791015625,0.70098876953125,,,
73,0.310302734375,1.6771469116210938,,,
