Iteration,Generator Loss,Discriminator Loss,Epoch,FID Score,IS Score
0,1.9689960479736328,1.647502839565277,0,104.7380142211914,3.8861916065216064
1,1.6172637939453125,0.6903326213359833,50,93.95392608642578,3.638897657394409
2,2.5790839195251465,0.826500415802002,100,93.82273864746094,3.665257692337036
3,1.8061013221740723,0.7283191680908203,150,93.80302429199219,3.6559512615203857
4,2.561583995819092,0.7477734684944153,,,
5,1.6799098253250122,0.6965060234069824,,,
6,2.4866559505462646,0.7468439638614655,,,
7,1.7578978538513184,0.7089549005031586,,,
8,2.6461381912231445,0.7214517593383789,,,
9,1.660784363746643,0.7328336834907532,,,
10,2.545222759246826,0.7324970364570618,,,
11,1.5597087144851685,0.7709293067455292,,,
12,2.46738338470459,0.7435503900051117,,,
13,1.5973711013793945,0.7389689683914185,,,
14,2.3580374717712402,0.7686059176921844,,,
15,1.6978408098220825,0.7084783017635345,,,
16,1.467739462852478,1.7841195166110992,,,
17,2.4174840450286865,0.7646406292915344,,,
18,2.7339186668395996,0.7177221477031708,,,
19,1.573475956916809,0.7973574995994568,,,
20,2.312822103500366,0.7535829544067383,,,
21,1.9840426445007324,0.7275874018669128,,,
22,2.6877708435058594,0.7649873197078705,,,
23,1.7572579383850098,0.7290344536304474,,,
24,2.5367655754089355,0.7482443451881409,,,
25,1.5554590225219727,0.7674506306648254,,,
26,2.4249234199523926,0.7667939066886902,,,
27,1.610543131828308,0.7767127156257629,,,
28,2.4510207176208496,0.7594903707504272,,,
29,1.6564288139343262,0.7584044337272644,,,
30,2.6618521213531494,0.7330896854400635,,,
31,1.675419807434082,0.7474032938480377,,,
32,2.369192361831665,1.8926045298576355,,,
33,1.7976897954940796,0.7340011894702911,,,
34,2.470140218734741,0.7800018787384033,,,
35,1.6723905801773071,0.7367616891860962,,,
36,2.6609373092651367,0.7266996204853058,,,
37,1.7061890363693237,0.759019672870636,,,
38,2.4744129180908203,0.7337279617786407,,,
39,3.002722978591919,0.7300078272819519,,,
40,1.8759149312973022,0.7819556295871735,,,
41,1.7021067142486572,0.7620231807231903,,,
42,1.9572336673736572,0.8609424233436584,,,
