Iteration,Generator Loss,Discriminator Loss,Epoch,FID Score,IS Score
0,1.26953125,1.7164933681488037,0,90.63497924804688,3.9299938678741455
1,2.09765625,0.01663970947265625,50,87.08204650878906,3.905280351638794
2,1.9296875,0.458251953125,100,84.79393005371094,4.078645706176758
3,1.0859375,0.5859375,150,85.76673889160156,4.064324378967285
4,1.6484375,0.12042236328125,,,
5,1.47265625,0.02678680419921875,,,
6,0.7880859375,0.062835693359375,,,
7,1.16796875,0.364990234375,,,
8,1.7734375,0.2323150634765625,,,
9,1.4892578125,0.296875,,,
10,0.7529296875,0.12884521484375,,,
11,1.4482421875,0.1717071533203125,,,
12,2.064453125,0.07568359375,,,
13,1.435546875,0.427398681640625,,,
14,0.63671875,0.137054443359375,,,
15,0.94873046875,0.50732421875,,,
16,0.91943359375,1.7986195087432861,,,
17,1.7548828125,0.23139190673828125,,,
18,1.2724609375,0.1927490234375,,,
19,0.5703125,0.2047119140625,,,
20,1.1708984375,0.35942840576171875,,,
21,1.8076171875,0.191650390625,,,
22,1.2294921875,0.23614501953125,,,
23,1.7451171875,0.047821044921875,,,
24,1.1533203125,0.07324981689453125,,,
25,1.5,0.26910400390625,,,
26,1.5078125,0.14068603515625,,,
27,1.900390625,0.091156005859375,,,
28,1.404296875,0.29149627685546875,,,
29,0.541015625,0.10015869140625,,,
30,0.751953125,0.72119140625,,,
31,1.5888671875,0.3703155517578125,,,
32,1.1533203125,2.137185573577881,,,
33,1.7333984375,0.0861968994140625,,,
34,0.87841796875,0.24896240234375,,,
35,1.60546875,0.189788818359375,,,
36,2.0546875,0.053253173828125,,,
37,1.318359375,0.33643341064453125,,,
38,0.8408203125,0.09723663330078125,,,
39,1.0458984375,0.470458984375,,,
40,1.8837890625,0.201690673828125,,,
41,1.318359375,0.3566436767578125,,,
42,0.7177734375,0.062835693359375,,,
43,1.015625,0.4951171875,,,
44,1.638671875,0.35576629638671875,,,
45,1.4228515625,0.07288360595703125,,,
46,0.857421875,0.114501953125,,,
47,1.28125,0.335693359375,,,
48,2.044921875,1.8849389553070068,,,
49,1.46484375,0.2142333984375,,,
50,0.7509765625,0.232940673828125,,,
51,1.2763671875,0.25244140625,,,
52,1.9951171875,0.10174560546875,,,
53,1.5009765625,0.360595703125,,,
54,0.78076171875,0.141265869140625,,,
55,1.4375,0.1311187744140625,,,
56,1.693359375,0.266845703125,,,
57,1.4560546875,0.15771484375,,,
58,0.8193359375,0.2294158935546875,,,
59,1.1337890625,0.36767578125,,,
60,1.7998046875,0.17136383056640625,,,
61,1.4462890625,0.1565093994140625,,,
62,0.72607421875,0.0477294921875,,,
63,1.1181640625,0.41455078125,,,
64,1.9453125,1.8188283443450928,,,
65,1.298828125,0.31569671630859375,,,
66,1.556640625,0.10345458984375,,,
67,2.0703125,0.0326690673828125,,,
68,1.341796875,0.32643890380859375,,,
69,1.7509765625,0.085906982421875,,,
70,0.97998046875,0.08119964599609375,,,
71,1.5986328125,0.15871429443359375,,,
72,1.9873046875,0.15338134765625,,,
73,1.3681640625,0.5768051147460938,,,
74,0.58203125,0.07324981689453125,,,
75,0.986328125,0.497802734375,,,
76,1.70703125,0.29167938232421875,,,
77,1.345703125,0.4139404296875,,,
78,0.90478515625,1.7965068817138672,,,
79,1.1826171875,0.34363555908203125,,,
80,1.837890625,0.20159149169921875,,,
81,1.3984375,0.05277252197265625,,,
82,1.4248046875,0.0523223876953125,,,
